,Text,Class
551, කෙල්ල බැදලා ටික කාලෙකින් මැරෙනවා මොකක් හරි වෙලා කොල්ලගෙ අම්මයි තාත්තයි කොල්ලට ආයෙ බදින්න කියනවනෙනොකියා ඉන්නෑනෙමං මෙ වෙන කතාවක් ගත්තෙමොනා උනත් තමන්ගෙ අම්මයි තාත්තයි තරම් අපිට ආදරෙ කවුරුවත් නෑනෙ,Neutral
552,  එක්කෙනෙකුට බැයිද තුන් හතර දෙනෙක්ව තියා ගන්න පල්ලෙහා ගෙදර අක්කයි තව නම්කි කෙනෙකුයි වෙන්ඩ කෙනයි  මං උඩ දෙන්නට බලාපොරොත්තු දීලත් නැත්තේ අනවශ්‍යය සම්බන්ධකම් පවත්වන්නෙත් නැත්තේ තුන්වැනියා නිසා හැබැයි එහෙම පුළුවන්නම් ගයාශ් අයියවත් ගෙට දාගන්නවා 😍😍😍😍,Neutral
553, මම දවසක් ඉන්දියන් එකෙක් එක්ක වලියක් දා ගත්තා අන්තිමට ඌ කිව්වා මොකක් හරි එකකට Wrong English කියලා මම කිව්වා මගේ තාත්තා සුද්දෙක් නෙවෙයි උඹේ වගේ කියලා 😃😃,Neutral
554,කම්මැලි වෙයන් පොලවේ ඉදන් අහසට පාවෙන්න  උබලා උඩ නිසා තිස්තුන්කෝටියක්ම දැන් පොලවේ ඉස්සර රොටිය යි දැන් යි ඉස්කෝලේ කැන්ටිමේ ඇමතුම ඉස්සුවම යි ඉස්සර දැන් එන ඒවා නොමිලේ තාක්ෂනය දියුණුයි බඩට වෙන ආක්‍රමණ තියුණුයි අපි කන්න මැරෙන්නේ අකාලේ මැරෙන්න අපි යන්න හදන්නෙම අපායේ ඇරෙන්න …,Neutral
555,බැදීමේ නම මොකක් වුනත් වැරැද්දක් වෙන්න යද්දි ඕක ඔයාට ගැළපෙන් නෑ හරියන් නෑ ඕක කරන්න කලින් හිතන්න කියලා මට කියන්නේ බොහොම සුළුතරයක්😊  එහෙම කෙනෙක් කියන දෙයක් මම හදවතින්ම අහනවා💛  මොකද බහුතරය කැමති වරදිනවට  බලන් ඉන්නේ තව කෙනෙක්ට ඇගිල්ල දික් කරන්න ලැජ්ජා කරන්න  ඒ තමා මනුස්ස ගතිය,Neutral
556,අපේ රට දැන් එන්න එන්නම දුප්පත් වෙනවදුගි ජනතාව සල්ලි කාරයගේ වහලුන් කරගන මේ රටේ පාලකයො මොනවද කරන්නෙ නිකන් උඩ බලාගෙන ඉන්නවමැති අැමති වරැන්ට තමන්ගෙ පැත්ත දිනුවට පස්සෙ ජනතාවට හෙන ගැහුවත් කමන්නැ කියල වැඩ කරන්නෙදුසිත පාලකයන්ට එරෙහිව ජනතාව පෙල ගැහුනු දවසට පාලකයන්ට වස බොන්න වෙන්නෙ එදාට,Neutral
557,වක්කඩ ලඟ දිය වැටෙන තාලයට තිත්ත පැටව් උඩ පැන නැටුවා වැස්ස වහින්නට ඉස්සර අහසේ වලාකුලෙන් විදුලිය කෙටුවා කිව්වට වස් නැත නිල් නිල් පාටින් කටරොළු මල් වැට වට කෙරුවා තුන් දවසක් අමනාපෙන් සිටි කලු නෝක්කාඩු ,Neutral
558,ෆේස්බුක්වලට වෙලාතියෙන්නෙ මේක තමයි මිනිස්සුන්ව සයිකලොජිකලි ඉන්ෆ්ලුවන්ස් කරල අල්ලගන්න පුලුවන් කියල තේරුනු ගමන් ඒව එක්ස්ප්ලොයිට් කරන එක්ස්පර්ට්ල ටිකක් හැදුන උන් දන්නව මිනිස්සුන්ගෙ ක්ලික් වෙන තැන්   අන්තිමේ ජෙනුයින් මොකක්ද ඉන්ෆ්ලුවන්ස් කරන්නෙ මොකක්ද කියල හිතාගන්න බැරි තැනටම ආව ,Neutral
559,කොස් ගහේ උඩ අත්තෙ  පොඩි කුරුලු කූඩුවක්  කිචි බිචිය ඇහෙනවා  නිරතුරුව ජනේලෙන්  අම්මා එයි පොඩි පැටියො  අඬන්නට එපා දැන්  අද  කෑම දෙන්න නැහැ  මාත් බඩගින්නෙදැන් ,Neutral
560,රට බෙදෙන්නත් පුලුවන් ආණ්ඩුවේ තීරක බලවේගය අපි අපි ඒක පෙන්නන්නෙ නෑ පෙන්න ගත්තොත් ඒක ප්‍රශ්නයක් ඒක ආණ්ඩුවත් දන්නව  ඒබ්‍රහම් සුමන්  ,Political
561,අස්ලි ඩෙරික්ගේ ඔළුවෙන් කෙස් ගලවගන්නේ මොකක් කරන්නද  අද රාත්‍රී  ට හිරු TV බලන්න  තාමත් ආදරේ නැත්නම් පසුගිය කොටස් සියල්ලම හිරු Tube ඔස්සේ නරඹන්න   Like US   TV Follow US    ahasmaliga ,Neutral
562,ගිනි පොලියා හැම ඇත්තක්ම කිවුවම කැලුම්ට මොකක් වෙයිද   අද රාත්‍රී  ට හිරු TV බලන්න  අහස් මාලිගා පසුගිය කොටස් සියල්ලම නරඹන්න   Like US  Hiru TV  Sri Lankas Number One Television Channel Follow ,Neutral
563,රහත් හිමිවරුන් Charitha Rakshitha Attalage ගෙ අලුත්ම වැඩේ 😍  ලංකාවෙ නහයෙන් අඬපු අඳෝනා සංගීතමය  ද නොවුණු කලාවක් ද නොවුණු මොකක් දෝ එකේ අවසානය සනිටුහන් කරපු සංගීත අධ්‍යක්ෂකවරුන්ගෙන්  කෙනෙක් තම යි Charitha Rakshitha Attalage  ,Religion
564,කුඹ ගසක් උඩ නැවතිලා සිනා තලමින් සඳේ ඇයි සරදම් බලන් කැඩපත සොඳුරියේ පාට වත්සුනු දෙකොපුලෙන් පිසදා  පෙරුම් පුරමින් හමුවෙලා උනුන් රහසින් බැන්ද ආදර පෙම් බලන් කැඩපත සොඳුරියේ කුමන අරුමද නර කෙසක් පැහිලා ,Neutral
565,TCLSL වල පැපීගේ ටීම් එකයි පාරමීගේ ටීම් එකයි මැච් එකක් වැටිලා පාරමී කාසිය උඩ දාලා නෝනද පොල්ලද කියලා පැපීගෙන් ඇහුවොත් පැපී මොකක් ඉල්ලයිද Loගොන්Answers RathumakaraFM,Neutral
566,🐢 ඉබ්බා vs කොක්කු අලුත් එක   මෙ දැන් උඩ යන ගමන් ඉන්නෙ  කොල්ලො කුරුට්ටෝ හු කිව්වොත් කට අරින්න එපා  මතකනෙ උම්බෙ සියාට උන දේ  හරි බං  😒🙏,Neutral
567, හහ් හා අපි ගාවත් photos තියෙනව දාන්නද 😂😂,Neutral
568,කුළියාපිටියේකිරි පිටි කා බී හැදුන වැඩුනහරකෙක්  කොහොම දදිග😅 ,Neutral
569, අහිංසක මෝංගල් පාටක් තියෙනව තමානේ 😂😂,Neutral
570,  හොස්පිටල් එකක් හදල ගන්නව කියන්නෙ ගෙයක් හදල කැන්දගෙන යන්නම් කියල මේ වැස්සිට ඒක තේරෙන්නෙ නෑ 🤪,Neutral
571, උඔ කොහේ කොහොම කාගේ වෙලා හිටියත් මගේගෙන් පස්සේ අනිත් උන්ගේ 😍😍,Neutral
